country,date,sentiment,Imports,Exports,immigrants,percPop,emigrants,kilometers,miles,ideology,rsf
United Kingdom,2022-04-19,8.362849271941046e-05,1080000000.0,1050000000.0,9359587.0,13.79,4732510.0,2470.0,1535.0,3.0,78.0
United States,2022-04-19,0.05318181818181819,3410000000.0,1550000000.0,50632836.0,15.28,2996223.0,9158.0,5691.0,3.0,72.0
"Venezuela, Bolivarian Republic of",2022-04-19,0.25,,,,,,,,,
Argentina,2022-04-02,0.0,60950000.0,33460000.0,2281728.0,5.05,1076148.0,13402.0,8328.0,2.0,77.0
Australia,2022-04-02,0.0166666666666667,154870000.0,61330000.0,7685860.0,30.14,598765.0,12983.0,8067.0,3.0,73.0
Austria,2022-04-02,,828920000.0,904650000.0,1738183.0,19.3,600740.0,1239.0,770.0,2.0,76.0
Bangladesh,2022-04-02,-0.0625,123310000.0,250570000.0,2115408.0,1.28,7401763.0,5813.0,3612.0,1.0,36.0
Belgium,2022-04-02,-0.1,724740000.0,650160000.0,2005479.0,17.3,577463.0,1934.0,1202.0,3.0,78.0
"Bolivia, Plurinational State of",2022-04-02,,,,,,,,,,
Bosnia and Herzegovina,2022-04-02,,,,,,,,,,
Brazil,2022-04-02,,371310000.0,189410000.0,1079708.0,0.51,1897128.0,10687.0,6641.0,2.0,
Cabo Verde,2022-04-02,0.0,,,,,,,,,
Canada,2022-04-02,0.06388888888888888,251690000.0,155870000.0,8049323.0,21.33,1292329.0,7745.0,4813.0,3.0,
Colombia,2022-04-02,-0.2,80770000.0,207300000.0,1905393.0,3.74,3024273.0,10754.0,6682.0,2.0,42.0
Croatia,2022-04-02,-0.3,65410000.0,46590000.0,528056.0,12.86,1039526.0,1267.0,787.0,2.0,70.0
Czechia,2022-04-02,-0.234375,,,,,,,,,
Ecuador,2022-04-02,0.5,153790000.0,4090000.0,784787.0,4.45,1127891.0,11577.0,7194.0,2.0,64.0
Finland,2022-04-02,-0.0416666666666666,303210000.0,108100000.0,386052.0,6.97,311889.0,1544.0,959.0,3.0,88.0
France,2022-04-02,0.015555555555555555,1730000000.0,850250000.0,8524876.0,13.06,2341908.0,2183.0,1356.0,3.0,78.0
Georgia,2022-04-02,0.18690476190476185,199360000.0,430520000.0,79368.0,1.99,861077.0,1165.0,724.0,2.0,59.0
Germany,2022-04-02,0.07791666666666666,6070000000.0,2790000000.0,15762457.0,18.81,3855268.0,1514.0,941.0,3.0,82.0
Greece,2022-04-02,0.0428571428571428,448320000.0,221450000.0,1340456.0,12.86,1088507.0,1276.0,793.0,3.0,55.0
Honduras,2022-04-02,0.0,7930000.0,5030000.0,39195.0,0.4,985077.0,10640.0,6611.0,1.0,
Iceland,2022-04-02,0.21666666666666665,127190000.0,1220000.0,65424.0,19.17,43251.0,3445.0,2141.0,3.0,82.0
India,2022-04-02,0.07583333333333334,934540000.0,2510000000.0,4878704.0,0.35,17869492.0,5238.0,3255.0,1.0,
Indonesia,2022-04-02,,414610000.0,734950000.0,355505.0,0.13,4601369.0,9539.0,5927.0,2.0,
Iraq,2022-04-02,,127630.0,686670000.0,365766.0,0.91,2077976.0,1982.0,1232.0,1.0,28.0
Ireland,2022-04-02,0.05499999999999999,228730000.0,97900000.0,871256.0,17.64,734317.0,2783.0,1729.0,3.0,88.0
Italy,2022-04-02,0.008333333333333331,2620000000.0,3240000000.0,6386998.0,10.56,3258831.0,1623.0,1008.0,3.0,
Japan,2022-04-02,0.0,1210000000.0,341490000.0,2770996.0,2.19,808825.0,8172.0,5078.0,3.0,64.0
Kenya,2022-04-02,0.0,17050000.0,155010000.0,1050147.0,1.95,535348.0,5421.0,3368.0,1.0,
Latvia,2022-04-02,0.15625,203900000.0,282460000.0,239422.0,12.69,380010.0,1043.0,648.0,3.0,79.0
Lithuania,2022-04-02,-0.2,1230000000.0,553370000.0,145184.0,5.33,658057.0,905.0,562.0,2.0,84.0
Malta,2022-04-02,0.0,17620000.0,30370000.0,114760.0,25.99,102793.0,1949.0,1211.0,2.0,61.0
Mauritius,2022-04-02,,772010.0,3130000.0,28893.0,2.27,182973.0,8080.0,5021.0,2.0,66.0
Mexico,2022-04-02,-0.09,299680000.0,188570000.0,1197624.0,0.93,11185737.0,10779.0,6698.0,2.0,47.0
"Moldova, Republic of",2022-04-02,0.0,,,,,,,,,
Morocco,2022-04-02,-0.2,125600000.0,520870000.0,102358.0,0.28,3262222.0,3687.0,2291.0,0.0,
Netherlands,2022-04-02,0.13333333333333336,962960000.0,2130000000.0,2358333.0,13.76,970403.0,1875.0,1165.0,3.0,77.0
Nicaragua,2022-04-02,,1780000.0,183860.0,42167.0,0.64,718154.0,10781.0,6699.0,1.0,37.0
Nigeria,2022-04-02,0.25,8410000.0,153650000.0,1308568.0,0.63,1670455.0,4850.0,3014.0,1.0,46.0
Norway,2022-04-02,0.025,372000000.0,38350000.0,852238.0,15.72,191392.0,1972.0,1225.0,3.0,92.0
Pakistan,2022-04-02,0.0,91970000.0,572620000.0,3276580.0,1.48,6328400.0,3787.0,2353.0,1.0,37.0
Philippines,2022-04-02,0.0,65280000.0,107530000.0,225525.0,0.21,6094307.0,8985.0,5583.0,1.0,41.0
Poland,2022-04-02,-0.15115740740740738,4890000000.0,4980000000.0,817254.0,2.16,4825096.0,941.0,585.0,2.0,65.0
Portugal,2022-04-02,-0.2,88960000.0,315640000.0,1001963.0,9.83,2081419.0,3270.0,2032.0,2.0,87.0
Romania,2022-04-02,,796060000.0,1500000000.0,705310.0,3.67,3987093.0,541.0,336.0,2.0,68.0
Russian Federation,2022-04-02,,,,,,,,,,
San Marino,2022-04-02,0.0,2680000.0,1710000.0,5543.0,16.34,2407.0,1518.0,943.0,,
Saudi Arabia,2022-04-02,0.0,176730000.0,779550000.0,13454842.0,38.65,299268.0,2986.0,1855.0,0.0,33.0
Sierra Leone,2022-04-02,,231790.0,6680000.0,53746.0,0.67,152486.0,5980.0,3716.0,2.0,71.0
Slovakia,2022-04-02,0.0,927180000.0,948560000.0,197161.0,3.61,419651.0,844.0,524.0,2.0,78.0
Slovenia,2022-04-02,0.025,279790000.0,67380000.0,277964.0,13.37,160197.0,1243.0,772.0,2.0,68.0
South Sudan,2022-04-02,,6000.0,3930000.0,882252.0,7.88,2575870.0,4615.0,2868.0,0.0,47.0
Spain,2022-04-02,-0.175,950390000.0,1640000000.0,6842202.0,14.63,1489823.0,2880.0,1790.0,3.0,76.0
Sri Lanka,2022-04-02,,37610000.0,23320000.0,40254.0,0.19,1960025.0,6458.0,4013.0,2.0,42.0
Sudan,2022-04-02,0.5,9180000.0,53030000.0,1379147.0,3.15,2104887.0,3950.0,2454.0,0.0,
Sweden,2022-04-02,0.2,717160000.0,106080000.0,2003908.0,19.84,327581.0,1533.0,953.0,3.0,88.0
Switzerland,2022-04-02,-0.05,1620000000.0,212250000.0,2491249.0,28.79,713623.0,1722.0,1070.0,3.0,
"Taiwan, Province of China",2022-04-02,0.1,,,,,,,,,
"Tanzania, United Republic of",2022-04-02,-0.4,,,,,,,,,
Turkey,2022-04-02,,3150000000.0,4000000000.0,6052652.0,7.18,3411408.0,1097.0,682.0,1.0,
Ukraine,2022-04-02,0.05548115079365078,,,,,,,,,
United Arab Emirates,2022-04-02,0.0333333333333333,81730000.0,516970000.0,8716332.0,88.13,203214.0,3418.0,2124.0,0.0,44.0
United Kingdom,2022-04-02,0.0007407407407407372,1080000000.0,1050000000.0,9359587.0,13.79,4732510.0,2470.0,1535.0,3.0,78.0
United States,2022-04-02,-0.003266908212560393,3410000000.0,1550000000.0,50632836.0,15.28,2996223.0,9158.0,5691.0,3.0,72.0
"Venezuela, Bolivarian Republic of",2022-04-02,,,,,,,,,,
Viet Nam,2022-04-02,0.0,,,,,,,,,
Zimbabwe,2022-04-02,,2420000.0,40920.0,416141.0,2.8,1243314.0,7497.0,4658.0,1.0,44.0
Argentina,2022-04-20,,60950000.0,33460000.0,2281728.0,5.05,1076148.0,13402.0,8328.0,2.0,77.0
Australia,2022-04-20,0.35624999999999996,154870000.0,61330000.0,7685860.0,30.14,598765.0,12983.0,8067.0,3.0,73.0
Austria,2022-04-20,0.175,828920000.0,904650000.0,1738183.0,19.3,600740.0,1239.0,770.0,2.0,76.0
Belgium,2022-04-20,0.0,724740000.0,650160000.0,2005479.0,17.3,577463.0,1934.0,1202.0,3.0,78.0
Bosnia and Herzegovina,2022-04-20,0.3687499999999999,,,,,,,,,
Brazil,2022-04-20,0.0,371310000.0,189410000.0,1079708.0,0.51,1897128.0,10687.0,6641.0,2.0,
British Indian Ocean Territory,2022-04-20,-0.78125,,,,,,,,,
Bulgaria,2022-04-20,0.0,514730000.0,781770000.0,184363.0,2.65,1683626.0,767.0,477.0,2.0,59.0
Burkina Faso,2022-04-20,0.0333333333333333,183380.0,30680000.0,723989.0,3.46,1599347.0,5027.0,3124.0,2.0,73.0
Canada,2022-04-20,-0.07708333333333334,251690000.0,155870000.0,8049323.0,21.33,1292329.0,7745.0,4813.0,3.0,
Chile,2022-04-20,,53730000.0,11210000.0,1645015.0,8.61,643800.0,13753.0,8546.0,3.0,60.0
China,2022-04-20,0.0,10640000000.0,7990000000.0,1039675.0,0.07,10461170.0,5947.0,3695.0,0.0,25.0
Colombia,2022-04-20,0.0,80770000.0,207300000.0,1905393.0,3.74,3024273.0,10754.0,6682.0,2.0,42.0
Czechia,2022-04-20,0.0,,,,,,,,,
Ecuador,2022-04-20,,153790000.0,4090000.0,784787.0,4.45,1127891.0,11577.0,7194.0,2.0,64.0
El Salvador,2022-04-20,0.125,2120000.0,939530.0,42767.0,0.66,1599058.0,10934.0,6794.0,1.0,54.0
Fiji Islands,2022-04-20,0.2,,,,,,,,,
Finland,2022-04-20,-0.05,303210000.0,108100000.0,386052.0,6.97,311889.0,1544.0,959.0,3.0,88.0
France,2022-04-20,0.0016203703703703753,1730000000.0,850250000.0,8524876.0,13.06,2341908.0,2183.0,1356.0,3.0,78.0
Georgia,2022-04-20,-0.1333333333333333,199360000.0,430520000.0,79368.0,1.99,861077.0,1165.0,724.0,2.0,59.0
Germany,2022-04-20,0.09606060606060604,6070000000.0,2790000000.0,15762457.0,18.81,3855268.0,1514.0,941.0,3.0,82.0
Holy See (Vatican City State),2022-04-20,0.0,,,,,,,,,
India,2022-04-20,0.02291666666666667,934540000.0,2510000000.0,4878704.0,0.35,17869492.0,5238.0,3255.0,1.0,
Indonesia,2022-04-20,0.0,414610000.0,734950000.0,355505.0,0.13,4601369.0,9539.0,5927.0,2.0,
Ireland,2022-04-20,0.4,228730000.0,97900000.0,871256.0,17.64,734317.0,2783.0,1729.0,3.0,88.0
Israel,2022-04-20,0.34375,211520000.0,711700000.0,1953575.0,22.57,358691.0,1952.0,1213.0,3.0,59.0
Italy,2022-04-20,0.006666666666666698,2620000000.0,3240000000.0,6386998.0,10.56,3258831.0,1623.0,1008.0,3.0,
Jamaica,2022-04-20,-0.25,454190.0,73730.0,23629.0,0.8,1118931.0,9801.0,6090.0,2.0,
Japan,2022-04-20,0.11041666666666665,1210000000.0,341490000.0,2770996.0,2.19,808825.0,8172.0,5078.0,3.0,64.0
Latvia,2022-04-20,0.0,203900000.0,282460000.0,239422.0,12.69,380010.0,1043.0,648.0,3.0,79.0
Lebanon,2022-04-20,0.25,4400000.0,386040000.0,1712762.0,25.09,856814.0,1661.0,1032.0,1.0,46.0
Lithuania,2022-04-20,0.0,1230000000.0,553370000.0,145184.0,5.33,658057.0,905.0,562.0,2.0,84.0
Malaysia,2022-04-20,0.0,276460000.0,136390000.0,3476560.0,10.74,1860037.0,8248.0,5125.0,1.0,
Mexico,2022-04-20,0.0,299680000.0,188570000.0,1197624.0,0.93,11185737.0,10779.0,6698.0,2.0,47.0
Mongolia,2022-04-20,,329570.0,25110000.0,21345.0,0.65,82098.0,1112.0,691.0,2.0,59.0
Montenegro,2022-04-20,,5090000.0,6770000.0,70999.0,11.3,132965.0,1112.0,691.0,1.0,
Netherlands,2022-04-20,0.0,962960000.0,2130000000.0,2358333.0,13.76,970403.0,1875.0,1165.0,3.0,77.0
Nicaragua,2022-04-20,,1780000.0,183860.0,42167.0,0.64,718154.0,10781.0,6699.0,1.0,37.0
Nigeria,2022-04-20,0.0,8410000.0,153650000.0,1308568.0,0.63,1670455.0,4850.0,3014.0,1.0,46.0
Norway,2022-04-20,0.18437499999999996,372000000.0,38350000.0,852238.0,15.72,191392.0,1972.0,1225.0,3.0,92.0
Pakistan,2022-04-20,0.2107142857142857,91970000.0,572620000.0,3276580.0,1.48,6328400.0,3787.0,2353.0,1.0,37.0
Philippines,2022-04-20,0.0,65280000.0,107530000.0,225525.0,0.21,6094307.0,8985.0,5583.0,1.0,41.0
Poland,2022-04-20,0.13333333333333333,4890000000.0,4980000000.0,817254.0,2.16,4825096.0,941.0,585.0,2.0,65.0
Portugal,2022-04-20,0.0,88960000.0,315640000.0,1001963.0,9.83,2081419.0,3270.0,2032.0,2.0,87.0
Romania,2022-04-20,0.2,796060000.0,1500000000.0,705310.0,3.67,3987093.0,541.0,336.0,2.0,68.0
Russian Federation,2022-04-20,0.175,,,,,,,,,
Saint Vincent and the Grenadines,2022-04-20,,,,,,,,,,
Saudi Arabia,2022-04-20,0.0,176730000.0,779550000.0,13454842.0,38.65,299268.0,2986.0,1855.0,0.0,33.0
Singapore,2022-04-20,0.0,46170000.0,21790000.0,2523648.0,43.14,348464.0,8623.0,5358.0,1.0,44.0
Slovakia,2022-04-20,0.65,927180000.0,948560000.0,197161.0,3.61,419651.0,844.0,524.0,2.0,78.0
Slovenia,2022-04-20,0.25,279790000.0,67380000.0,277964.0,13.37,160197.0,1243.0,772.0,2.0,68.0
South Africa,2022-04-20,-0.5,95950000.0,21870000.0,2860495.0,4.82,914901.0,8816.0,5478.0,2.0,75.0
Spain,2022-04-20,0.0,950390000.0,1640000000.0,6842202.0,14.63,1489823.0,2880.0,1790.0,3.0,76.0
Sweden,2022-04-20,0.01666666666666665,717160000.0,106080000.0,2003908.0,19.84,327581.0,1533.0,953.0,3.0,88.0
Switzerland,2022-04-20,0.1681818181818181,1620000000.0,212250000.0,2491249.0,28.79,713623.0,1722.0,1070.0,3.0,
"Tanzania, United Republic of",2022-04-20,0.1,,,,,,,,,
Thailand,2022-04-20,,252100000.0,262990000.0,3632496.0,5.2,1086985.0,7213.0,4482.0,0.0,50.0
Ukraine,2022-04-20,-0.042045454545454546,,,,,,,,,
United Arab Emirates,2022-04-20,0.0,81730000.0,516970000.0,8716332.0,88.13,203214.0,3418.0,2124.0,0.0,44.0
United Kingdom,2022-04-20,-0.040188172043010756,1080000000.0,1050000000.0,9359587.0,13.79,4732510.0,2470.0,1535.0,3.0,78.0
United States,2022-04-20,0.03276062252964426,3410000000.0,1550000000.0,50632836.0,15.28,2996223.0,9158.0,5691.0,3.0,72.0
"Venezuela, Bolivarian Republic of",2022-04-20,0.0,,,,,,,,,
Zimbabwe,2022-04-20,0.0,2420000.0,40920.0,416141.0,2.8,1243314.0,7497.0,4658.0,1.0,44.0
Afghanistan,2022-04-21,,447880.0,4550000.0,144098.0,0.37,5853838.0,3411.0,2119.0,0.0,38.0
Albania,2022-04-21,,6810000.0,39770000.0,48810.0,1.7,1250451.0,1181.0,734.0,1.0,56.0
Argentina,2022-04-21,0.125,60950000.0,33460000.0,2281728.0,5.05,1076148.0,13402.0,8328.0,2.0,77.0
Australia,2022-04-21,0.06666666666666667,154870000.0,61330000.0,7685860.0,30.14,598765.0,12983.0,8067.0,3.0,73.0
Bahamas,2022-04-21,-0.0496969696969697,12600.0,197610.0,63583.0,16.17,53793.0,9211.0,5723.0,,
Belarus,2022-04-21,0.0,4710000000.0,1460000000.0,1067090.0,11.29,1483626.0,634.0,394.0,1.0,39.0
Belgium,2022-04-21,-0.2916666666666667,724740000.0,650160000.0,2005479.0,17.3,577463.0,1934.0,1202.0,3.0,78.0
Bosnia and Herzegovina,2022-04-21,,,,,,,,,,
Canada,2022-04-21,0.23125,251690000.0,155870000.0,8049323.0,21.33,1292329.0,7745.0,4813.0,3.0,
Chile,2022-04-21,,53730000.0,11210000.0,1645015.0,8.61,643800.0,13753.0,8546.0,3.0,60.0
China,2022-04-21,0.75,10640000000.0,7990000000.0,1039675.0,0.07,10461170.0,5947.0,3695.0,0.0,25.0
Croatia,2022-04-21,,65410000.0,46590000.0,528056.0,12.86,1039526.0,1267.0,787.0,2.0,70.0
Czechia,2022-04-21,0.0,,,,,,,,,
Denmark,2022-04-21,0.05,295480000.0,279840000.0,717574.0,12.39,257025.0,1703.0,1058.0,3.0,90.0
Egypt,2022-04-21,0.0,144920000.0,1910000000.0,543937.0,0.53,3610461.0,2397.0,1489.0,1.0,30.0
Finland,2022-04-21,0.5,303210000.0,108100000.0,386052.0,6.97,311889.0,1544.0,959.0,3.0,88.0
France,2022-04-21,0.16666666666666666,1730000000.0,850250000.0,8524876.0,13.06,2341908.0,2183.0,1356.0,3.0,78.0
Germany,2022-04-21,0.004499999999999999,6070000000.0,2790000000.0,15762457.0,18.81,3855268.0,1514.0,941.0,3.0,82.0
Greece,2022-04-21,0.0,448320000.0,221450000.0,1340456.0,12.86,1088507.0,1276.0,793.0,3.0,55.0
Honduras,2022-04-21,-0.0499999999999999,7930000.0,5030000.0,39195.0,0.4,985077.0,10640.0,6611.0,1.0,
India,2022-04-21,0.0,934540000.0,2510000000.0,4878704.0,0.35,17869492.0,5238.0,3255.0,1.0,
Indonesia,2022-04-21,0.4,414610000.0,734950000.0,355505.0,0.13,4601369.0,9539.0,5927.0,2.0,
Iran,2022-04-21,0.0,94800000.0,590280000.0,2797235.0,3.33,1325113.0,2586.0,1607.0,1.0,23.0
Ireland,2022-04-21,-0.4375,228730000.0,97900000.0,871256.0,17.64,734317.0,2783.0,1729.0,3.0,88.0
Israel,2022-04-21,,211520000.0,711700000.0,1953575.0,22.57,358691.0,1952.0,1213.0,3.0,59.0
Italy,2022-04-21,-0.125,2620000000.0,3240000000.0,6386998.0,10.56,3258831.0,1623.0,1008.0,3.0,
Japan,2022-04-21,0.0,1210000000.0,341490000.0,2770996.0,2.19,808825.0,8172.0,5078.0,3.0,64.0
Kazakhstan,2022-04-21,-0.4318181818181818,806180000.0,424540000.0,3732073.0,19.88,4203899.0,2626.0,1632.0,1.0,48.0
Kenya,2022-04-21,,17050000.0,155010000.0,1050147.0,1.95,535348.0,5421.0,3368.0,1.0,
Latvia,2022-04-21,0.0,203900000.0,282460000.0,239422.0,12.69,380010.0,1043.0,648.0,3.0,79.0
Lebanon,2022-04-21,-0.3,4400000.0,386040000.0,1712762.0,25.09,856814.0,1661.0,1032.0,1.0,46.0
Lithuania,2022-04-21,0.0,1230000000.0,553370000.0,145184.0,5.33,658057.0,905.0,562.0,2.0,84.0
Mali,2022-04-21,0.0,6600000.0,28210000.0,485829.0,2.4,1303511.0,4668.0,2901.0,0.0,54.0
Mexico,2022-04-21,-0.25,299680000.0,188570000.0,1197624.0,0.93,11185737.0,10779.0,6698.0,2.0,47.0
Morocco,2022-04-21,0.15,125600000.0,520870000.0,102358.0,0.28,3262222.0,3687.0,2291.0,0.0,
Netherlands,2022-04-21,0.17500000000000002,962960000.0,2130000000.0,2358333.0,13.76,970403.0,1875.0,1165.0,3.0,77.0
Nigeria,2022-04-21,0.0,8410000.0,153650000.0,1308568.0,0.63,1670455.0,4850.0,3014.0,1.0,46.0
North Macedonia,2022-04-21,,,,,,,,,,
Norway,2022-04-21,0.0,372000000.0,38350000.0,852238.0,15.72,191392.0,1972.0,1225.0,3.0,92.0
Pakistan,2022-04-21,0.0625,91970000.0,572620000.0,3276580.0,1.48,6328400.0,3787.0,2353.0,1.0,37.0
Panama,2022-04-21,0.0333333333333333,4300000.0,5000000.0,313165.0,7.26,139520.0,10867.0,6752.0,2.0,
Philippines,2022-04-21,-0.0006944444444444559,65280000.0,107530000.0,225525.0,0.21,6094307.0,8985.0,5583.0,1.0,41.0
Poland,2022-04-21,-0.33888888888888885,4890000000.0,4980000000.0,817254.0,2.16,4825096.0,941.0,585.0,2.0,65.0
Portugal,2022-04-21,-0.05,88960000.0,315640000.0,1001963.0,9.83,2081419.0,3270.0,2032.0,2.0,87.0
Romania,2022-04-21,0.0,796060000.0,1500000000.0,705310.0,3.67,3987093.0,541.0,336.0,2.0,68.0
"Saint Helena, Ascension and Tristan da Cunha",2022-04-21,0.0,,,,,,,,,
Saint Vincent and the Grenadines,2022-04-21,0.0,,,,,,,,,
Serbia,2022-04-21,,191120000.0,195730000.0,823011.0,9.42,1003962.0,919.0,571.0,1.0,61.0
Seychelles,2022-04-21,0.0,283620.0,678930.0,13050.0,13.27,29258.0,6356.0,3949.0,3.0,83.0
Sierra Leone,2022-04-21,-0.05,231790.0,6680000.0,53746.0,0.67,152486.0,5980.0,3716.0,2.0,71.0
Singapore,2022-04-21,0.6833333333333332,46170000.0,21790000.0,2523648.0,43.14,348464.0,8623.0,5358.0,1.0,44.0
Slovakia,2022-04-21,0.0,927180000.0,948560000.0,197161.0,3.61,419651.0,844.0,524.0,2.0,78.0
Slovenia,2022-04-21,-0.05,279790000.0,67380000.0,277964.0,13.37,160197.0,1243.0,772.0,2.0,68.0
South Africa,2022-04-21,0.0,95950000.0,21870000.0,2860495.0,4.82,914901.0,8816.0,5478.0,2.0,75.0
South Sudan,2022-04-21,-1.0,6000.0,3930000.0,882252.0,7.88,2575870.0,4615.0,2868.0,0.0,47.0
Spain,2022-04-21,0.05,950390000.0,1640000000.0,6842202.0,14.63,1489823.0,2880.0,1790.0,3.0,76.0
Sweden,2022-04-21,0.07678571428571426,717160000.0,106080000.0,2003908.0,19.84,327581.0,1533.0,953.0,3.0,88.0
Switzerland,2022-04-21,0.0,1620000000.0,212250000.0,2491249.0,28.79,713623.0,1722.0,1070.0,3.0,
"Tanzania, United Republic of",2022-04-21,0.0,,,,,,,,,
Thailand,2022-04-21,,252100000.0,262990000.0,3632496.0,5.2,1086985.0,7213.0,4482.0,0.0,50.0
Trinidad and Tobago,2022-04-21,0.375,,,,,,,,,
Turkey,2022-04-21,,3150000000.0,4000000000.0,6052652.0,7.18,3411408.0,1097.0,682.0,1.0,
Ukraine,2022-04-21,0.10330578512396693,,,,,,,,,
United Arab Emirates,2022-04-21,0.0,81730000.0,516970000.0,8716332.0,88.13,203214.0,3418.0,2124.0,0.0,44.0
United Kingdom,2022-04-21,0.03315295815295814,1080000000.0,1050000000.0,9359587.0,13.79,4732510.0,2470.0,1535.0,3.0,78.0
United States,2022-04-21,0.06001734376734376,3410000000.0,1550000000.0,50632836.0,15.28,2996223.0,9158.0,5691.0,3.0,72.0
Venezuela,2022-04-21,,671980.0,5040000.0,1324193.0,4.66,5415337.0,10042.0,6240.0,1.0,37.0
"Venezuela, Bolivarian Republic of",2022-04-21,-0.05,,,,,,,,,
Viet Nam,2022-04-21,-0.25,,,,,,,,,
Argentina,2022-04-22,0.0,60950000.0,33460000.0,2281728.0,5.05,1076148.0,13402.0,8328.0,2.0,77.0
Australia,2022-04-22,0.125,154870000.0,61330000.0,7685860.0,30.14,598765.0,12983.0,8067.0,3.0,73.0
Austria,2022-04-22,,828920000.0,904650000.0,1738183.0,19.3,600740.0,1239.0,770.0,2.0,76.0
Azerbaijan,2022-04-22,,651710000.0,389530000.0,252228.0,2.49,1163922.0,1591.0,989.0,1.0,39.0
Bangladesh,2022-04-22,0.0,123310000.0,250570000.0,2115408.0,1.28,7401763.0,5813.0,3612.0,1.0,36.0
Belgium,2022-04-22,0.15,724740000.0,650160000.0,2005479.0,17.3,577463.0,1934.0,1202.0,3.0,78.0
"Bolivia, Plurinational State of",2022-04-22,0.0,,,,,,,,,
Bosnia and Herzegovina,2022-04-22,-0.025,,,,,,,,,
Brazil,2022-04-22,0.6166666666666667,371310000.0,189410000.0,1079708.0,0.51,1897128.0,10687.0,6641.0,2.0,
Bulgaria,2022-04-22,0.0,514730000.0,781770000.0,184363.0,2.65,1683626.0,767.0,477.0,2.0,59.0
Canada,2022-04-22,0.15,251690000.0,155870000.0,8049323.0,21.33,1292329.0,7745.0,4813.0,3.0,
Chile,2022-04-22,0.2,53730000.0,11210000.0,1645015.0,8.61,643800.0,13753.0,8546.0,3.0,60.0
Croatia,2022-04-22,0.0,65410000.0,46590000.0,528056.0,12.86,1039526.0,1267.0,787.0,2.0,70.0
Czechia,2022-04-22,0.0,,,,,,,,,
Denmark,2022-04-22,0.525,295480000.0,279840000.0,717574.0,12.39,257025.0,1703.0,1058.0,3.0,90.0
Egypt,2022-04-22,0.25,144920000.0,1910000000.0,543937.0,0.53,3610461.0,2397.0,1489.0,1.0,30.0
Finland,2022-04-22,0.057407407407407435,303210000.0,108100000.0,386052.0,6.97,311889.0,1544.0,959.0,3.0,88.0
France,2022-04-22,-0.15000000000000002,1730000000.0,850250000.0,8524876.0,13.06,2341908.0,2183.0,1356.0,3.0,78.0
Georgia,2022-04-22,,199360000.0,430520000.0,79368.0,1.99,861077.0,1165.0,724.0,2.0,59.0
Germany,2022-04-22,0.0,6070000000.0,2790000000.0,15762457.0,18.81,3855268.0,1514.0,941.0,3.0,82.0
India,2022-04-22,0.12935606060606059,934540000.0,2510000000.0,4878704.0,0.35,17869492.0,5238.0,3255.0,1.0,
Indonesia,2022-04-22,0.0,414610000.0,734950000.0,355505.0,0.13,4601369.0,9539.0,5927.0,2.0,
Ireland,2022-04-22,0.08409090909090905,228730000.0,97900000.0,871256.0,17.64,734317.0,2783.0,1729.0,3.0,88.0
Italy,2022-04-22,0.0,2620000000.0,3240000000.0,6386998.0,10.56,3258831.0,1623.0,1008.0,3.0,
Japan,2022-04-22,0.09659090909090905,1210000000.0,341490000.0,2770996.0,2.19,808825.0,8172.0,5078.0,3.0,64.0
Latvia,2022-04-22,0.0,203900000.0,282460000.0,239422.0,12.69,380010.0,1043.0,648.0,3.0,79.0
Lebanon,2022-04-22,0.1,4400000.0,386040000.0,1712762.0,25.09,856814.0,1661.0,1032.0,1.0,46.0
Lithuania,2022-04-22,-0.4,1230000000.0,553370000.0,145184.0,5.33,658057.0,905.0,562.0,2.0,84.0
Malaysia,2022-04-22,0.0,276460000.0,136390000.0,3476560.0,10.74,1860037.0,8248.0,5125.0,1.0,
Mexico,2022-04-22,0.0,299680000.0,188570000.0,1197624.0,0.93,11185737.0,10779.0,6698.0,2.0,47.0
Morocco,2022-04-22,0.0125,125600000.0,520870000.0,102358.0,0.28,3262222.0,3687.0,2291.0,0.0,
Netherlands,2022-04-22,0.02142857142857142,962960000.0,2130000000.0,2358333.0,13.76,970403.0,1875.0,1165.0,3.0,77.0
Nigeria,2022-04-22,0.0,8410000.0,153650000.0,1308568.0,0.63,1670455.0,4850.0,3014.0,1.0,46.0
Pakistan,2022-04-22,0.0,91970000.0,572620000.0,3276580.0,1.48,6328400.0,3787.0,2353.0,1.0,37.0
Panama,2022-04-22,,4300000.0,5000000.0,313165.0,7.26,139520.0,10867.0,6752.0,2.0,
Philippines,2022-04-22,0.15,65280000.0,107530000.0,225525.0,0.21,6094307.0,8985.0,5583.0,1.0,41.0
Poland,2022-04-22,0.0,4890000000.0,4980000000.0,817254.0,2.16,4825096.0,941.0,585.0,2.0,65.0
Portugal,2022-04-22,0.05,88960000.0,315640000.0,1001963.0,9.83,2081419.0,3270.0,2032.0,2.0,87.0
Romania,2022-04-22,-1.0,796060000.0,1500000000.0,705310.0,3.67,3987093.0,541.0,336.0,2.0,68.0
Russian Federation,2022-04-22,,,,,,,,,,
Saint Lucia,2022-04-22,-0.025,,,,,,,,,
Seychelles,2022-04-22,0.45,283620.0,678930.0,13050.0,13.27,29258.0,6356.0,3949.0,3.0,83.0
Slovenia,2022-04-22,-0.05,279790000.0,67380000.0,277964.0,13.37,160197.0,1243.0,772.0,2.0,68.0
